Pitcher,PitchType,Speed,PitchDateTime,Batter,HitType,SwingAction,PitchCall,SessionPitchID,PitchDate,PitchTime,SpinRate,ReleaseHeight,ReleaseSide,Extension,Tilt,InducedVerticalBreak,HorizontalBreak,VerticalApproachAngle,HorizontalApproachAngle,ZoneLocation,session_id,pitch_location_side_ft,pitch_location_height_ft,Zone,in_out,abv_vert_break,abv_hori_break,event,hit_type,hit
Clark Gilmore,Undefined,77.9,16/02/2024 17:29,Chris Miller,NA,No Swing,BallCalled,1,16/02/2024,17:29:00,2564,4.26,2.7,NA,2024-03-08T13:00:00Z,-3.9,-6.7,-9.11,-4.99,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-1.59,0.46,0,0,3.9,6.7,Take,NA,0
Clark Gilmore,Undefined,88,16/02/2024 17:30,AJ Demastrie,NA,No Swing,FoulBall,2,16/02/2024,17:30:00,2267,3.84,2.62,4.8,2024-03-08T07:15:00Z,6.8,16.5,-5.17,-0.76,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.39,1.75,3,1,6.8,16.5,Foul Ball,NA,0
Clark Gilmore,Undefined,87.1,16/02/2024 17:31,AJ Demastrie,NA,No Swing,FoulBall,3,16/02/2024,17:31:00,2293,3.79,2.78,4.9,2024-03-08T06:30:00Z,7.2,7,-4.97,-3.16,Outer Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.83,1.96,0,0,7.2,7,Foul Ball,NA,0
Clark Gilmore,Undefined,81.2,16/02/2024 17:32,AJ Demastrie,NA,No Swing,InPlay,4,16/02/2024,17:32:00,1800,4.04,2.6,4.8,2024-03-08T07:45:00Z,0.9,11.6,-7.47,-0.96,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.62,0.97,0,0,0.9,11.6,Hit,NA,1
Clark Gilmore,Undefined,88.3,16/02/2024 17:32,Kolton Freeman,NA,No Swing,BallCalled,5,16/02/2024,17:32:00,2337,3.91,2.75,4.9,2024-03-08T07:00:00Z,8.4,14.7,-4.55,-0.31,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,1.1,2.24,0,0,8.4,14.7,Take,NA,0
Clark Gilmore,Undefined,88,16/02/2024 17:33,Kolton Freeman,NA,No Swing,BallCalled,6,16/02/2024,17:33:00,2310,3.82,2.62,5.2,2024-03-08T06:45:00Z,8.9,11.4,-5.01,-3.3,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-1.52,1.72,0,0,8.9,11.4,Take,NA,0
Clark Gilmore,Undefined,86.8,16/02/2024 17:33,Kolton Freeman,NA,No Swing,BallCalled,7,16/02/2024,17:33:00,2430,3.71,2.87,NA,2024-03-08T06:45:00Z,5.4,7.7,-4.75,-4.75,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-2.39,2.36,0,0,5.4,7.7,Take,NA,0
Clark Gilmore,Undefined,86.9,16/02/2024 17:33,Kolton Freeman,NA,No Swing,BallCalled,8,16/02/2024,17:33:00,2380,3.87,2.79,4.8,2024-03-08T07:00:00Z,8.4,13.5,-3.57,-2.32,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.63,3.25,7,1,8.4,13.5,Take,NA,0
Clark Gilmore,Undefined,86.7,16/02/2024 17:34,Chris Miller,NA,No Swing,FoulBall,9,16/02/2024,17:34:00,2305,3.91,3.2,5.1,NA,NA,NA,NA,NA,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.14,2.92,8,1,NA,NA,Foul Ball,NA,0
Clark Gilmore,Undefined,88.2,16/02/2024 17:34,Chris Miller,NA,No Swing,BallCalled,10,16/02/2024,17:34:00,2287,3.81,2.79,5.2,2024-03-08T06:30:00Z,7,6.5,-4.36,-2.93,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.55,2.43,4,1,7,6.5,Take,NA,0
Clark Gilmore,Undefined,88.8,16/02/2024 17:35,Chris Miller,FlyBall,Hit,InPlay,11,16/02/2024,17:35:00,2246,3.84,2.72,5.3,2024-03-08T06:45:00Z,10.8,12.5,-4.28,-1.84,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.15,2.18,2,1,10.8,12.5,Hit,Fly Ball,1
Clark Gilmore,Slider,78.1,16/02/2024 17:35,Luke Carroll,NA,No Swing,BallCalled,12,16/02/2024,17:35:00,2707,4.05,2.69,NA,2024-03-08T14:00:00Z,-0.2,-9.7,-7.86,-2.71,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,1.01,1.04,0,0,0.2,9.7,Take,NA,0
Clark Gilmore,Fastball,87.6,16/02/2024 17:36,Luke Carroll,NA,No Swing,BallCalled,13,16/02/2024,17:36:00,2341,3.91,2.78,4.9,2024-03-08T06:00:00Z,8.1,4.8,-3.74,-3.8,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-1.22,3.11,0,0,8.1,4.8,Take,NA,0
Clark Gilmore,Fastball,87.2,16/02/2024 17:36,Luke Carroll,NA,No Swing,BallCalled,14,16/02/2024,17:36:00,2284,3.62,2.79,5.1,2024-03-08T07:00:00Z,6.9,11.1,-4.48,-4.64,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-2.58,2.28,0,0,6.9,11.1,Take,NA,0
Clark Gilmore,Fastball,87.9,16/02/2024 17:36,Luke Carroll,NA,No Swing,BallCalled,15,16/02/2024,17:36:00,2341,3.72,2.91,NA,2024-03-08T06:30:00Z,8.8,9.8,-3.79,-1.69,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.39,2.87,9,1,8.8,9.8,Take,NA,0
Clark Gilmore,Fastball,87.6,16/02/2024 17:37,Luke Carroll,NA,No Swing,BallCalled,16,16/02/2024,17:37:00,2371,3.62,2.87,5,2024-03-08T06:45:00Z,8.8,12.2,-4.16,-3.15,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-1.19,2.32,0,0,8.8,12.2,Take,NA,0
Clark Gilmore,Fastball,88.3,16/02/2024 17:37,Luke Carroll,NA,No Swing,BallCalled,17,16/02/2024,17:37:00,2301,3.72,2.8,NA,2024-03-08T06:45:00Z,9.1,12.8,-5.12,-1.82,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.12,1.51,2,1,9.1,12.8,Take,NA,0
Clark Gilmore,Fastball,87.7,16/02/2024 17:38,Luke Carroll,NA,No Swing,BallCalled,18,16/02/2024,17:38:00,2304,3.8,2.81,5,2024-03-08T06:45:00Z,7.4,10.2,-4.79,-1.51,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.45,2.05,3,1,7.4,10.2,Take,NA,0
Jack Metzger,Fastball,90.7,16/02/2024 17:41,Elliot Krewson,NA,No Swing,BallCalled,19,16/02/2024,17:41:00,2196,4.93,1.72,5.6,2024-03-08T07:00:00Z,10.4,16.7,-6.78,-0.87,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.63,0.84,0,0,10.4,16.7,Take,NA,0
Jack Metzger,Fastball,89.8,16/02/2024 17:41,Elliot Krewson,NA,No Swing,BallCalled,20,16/02/2024,17:41:00,2173,5.11,1.84,5.5,2024-03-08T06:45:00Z,12,17.2,-5.22,-1.09,Outer Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.78,2.43,0,0,12,17.2,Take,NA,0
Jack Metzger,Fastball,90.2,16/02/2024 17:41,Elliot Krewson,GroundBall,Hit,FoulBall,21,16/02/2024,17:41:00,2214,5.1,1.84,5.7,2024-03-08T07:15:00Z,7.6,17,-5.61,0.07,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.32,2.4,6,1,7.6,17,Foul Ball,Ground Ball,0
Jack Metzger,Fastball,90.6,16/02/2024 17:42,Elliot Krewson,GroundBall,Hit,InPlay,23,16/02/2024,17:42:00,2276,4.94,1.95,5.5,2024-03-08T07:00:00Z,9.4,14.9,-5.13,-0.89,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.26,2.52,4,1,9.4,14.9,Hit,Ground Ball,1
Jack Metzger,Fastball,89.9,16/02/2024 17:42,Tyler  Robinson,NA,No Swing,BallCalled,24,16/02/2024,17:42:00,2226,4.93,1.87,5.6,2024-03-08T07:15:00Z,8.5,17.5,-6.34,-1.13,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.81,1.52,0,0,8.5,17.5,Take,NA,0
Jack Metzger,Fastball,89.8,16/02/2024 17:42,Tyler  Robinson,GroundBall,Hit,InPlay,25,16/02/2024,17:42:00,2176,4.85,2.01,5.6,2024-03-08T07:30:00Z,5.5,19.4,-5.48,0.5,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.67,2.52,6,1,5.5,19.4,Hit,Ground Ball,1
Jack Metzger,Cutter,81.6,16/02/2024 17:43,Nathan Cmeyla,NA,No Swing,BallCalled,26,16/02/2024,17:43:00,1835,5.17,1.83,5.2,2024-03-08T16:30:00Z,3.7,-1.1,-7.07,-3.27,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-1.12,2.14,0,0,3.7,1.1,Take,NA,0
Jack Metzger,Cutter,82.5,16/02/2024 17:43,Nathan Cmeyla,GroundBall,Hit,InPlay,27,16/02/2024,17:43:00,1825,5.16,1.88,5,2024-03-08T16:30:00Z,3.6,-1.2,-7.59,-2.78,Outer Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.61,1.54,1,1,3.6,1.2,Hit,Ground Ball,1
Jack Metzger,Fastball,90.5,16/02/2024 17:44,Max Zajec,NA,No Swing,BallCalled,28,16/02/2024,17:44:00,2220,4.9,2.16,5.6,2024-03-08T07:15:00Z,7.5,16.3,-5.76,0.21,Outer Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.83,2.08,0,0,7.5,16.3,Take,NA,0
Jack Metzger,Cutter,83.4,16/02/2024 17:44,Max Zajec,NA,No Swing,BallCalled,29,16/02/2024,17:44:00,1851,4.98,2.29,4.9,2024-03-08T15:15:00Z,0.9,-1.3,-7.9,-4.32,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-1.65,1.19,0,0,0.9,1.3,Take,NA,0
Jack Metzger,Cutter,83.2,16/02/2024 17:45,Max Zajec,NA,No Swing,StrikeSwinging,30,16/02/2024,17:45:00,1831,5.09,2.07,4.7,2024-03-08T17:30:00Z,3,0.9,-8.68,-2.69,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.54,0.47,0,0,3,0.9,Swing & Miss,NA,0
Jack Metzger,ChangeUp,80.3,16/02/2024 17:45,Max Zajec,NA,No Swing,BallCalled,31,16/02/2024,17:45:00,1705,5.18,2,5.2,2024-03-08T07:00:00Z,9.1,15.7,-5.74,1.54,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,1.98,3.04,0,0,9.1,15.7,Take,NA,0
Jack Metzger,Fastball,89.5,16/02/2024 17:45,Max Zajec,NA,No Swing,BallCalled,32,16/02/2024,17:45:00,2164,4.71,1.96,5.9,2024-03-08T07:15:00Z,6.2,16.8,-5.32,-0.22,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.19,2.46,5,1,6.2,16.8,Take,NA,0
Jack Metzger,Undefined,82.9,16/02/2024 17:46,Max Zajec,NA,No Swing,BallCalled,33,16/02/2024,17:46:00,1931,5.02,1.91,4.8,2024-03-08T15:45:00Z,1,-0.9,-7.65,-3.62,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-1.41,1.79,0,0,1,0.9,Take,NA,0
Jack Metzger,Cutter,82.5,16/02/2024 17:46,Max Zajec,NA,No Swing,BallCalled,34,16/02/2024,17:46:00,1811,5.01,1.95,5,2024-03-08T17:45:00Z,0.7,0.4,-8.32,-3.55,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-1.41,1.11,0,0,0.7,0.4,Take,NA,0
Jack Metzger,Cutter,81.9,16/02/2024 17:46,Jackson Hower,GroundBall,Hit,InPlay,35,16/02/2024,17:46:00,1790,4.86,2,5.2,2024-03-08T16:00:00Z,2.6,-1.6,-7.29,-3,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.65,1.7,1,1,2.6,1.6,Hit,Ground Ball,1
Clark Gilmore,Fastball,87.2,16/02/2024 17:49,Cam Rush,NA,No Swing,BallCalled,36,16/02/2024,17:49:00,2277,3.71,2.75,5.1,2024-03-08T07:00:00Z,5.6,11,-5.02,-2.12,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.25,1.94,1,1,5.6,11,Take,NA,0
Clark Gilmore,Fastball,87.7,16/02/2024 17:49,Cam Rush,NA,No Swing,FoulBall,37,16/02/2024,17:49:00,2297,3.73,2.6,4.9,2024-03-08T07:00:00Z,6.2,9.7,-5.68,-2.34,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.48,1.24,0,0,6.2,9.7,Foul Ball,NA,0
Clark Gilmore,Fastball,87.7,16/02/2024 17:49,Cam Rush,NA,No Swing,BallCalled,38,16/02/2024,17:49:00,2297,3.73,2.6,4.9,2024-03-08T07:00:00Z,6.2,9.7,-5.68,-2.34,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.48,1.24,0,0,6.2,9.7,Take,NA,0
Clark Gilmore,ChangeUp,81.6,16/02/2024 17:50,Cam Rush,NA,No Swing,BallCalled,39,16/02/2024,17:50:00,1780,4.02,2.54,4.9,2024-03-08T07:45:00Z,1.2,17.6,-8.39,-2.28,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-1.24,0.05,0,0,1.2,17.6,Take,NA,0
Clark Gilmore,Fastball,87.9,16/02/2024 17:50,Cam Rush,NA,No Swing,FoulBall,40,16/02/2024,17:50:00,2317,3.83,2.66,5.1,2024-03-08T06:45:00Z,7.4,11,-4.75,-2.54,Outer Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.72,2.09,1,1,7.4,11,Foul Ball,NA,0
Clark Gilmore,Fastball,87.9,16/02/2024 17:50,Cam Rush,NA,No Swing,FoulBall,41,16/02/2024,17:50:00,2317,3.83,2.66,5.1,2024-03-08T06:45:00Z,7.4,11,-4.75,-2.54,Outer Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.72,2.09,1,1,7.4,11,Foul Ball,NA,0
Clark Gilmore,Fastball,88.4,16/02/2024 17:51,Cam Rush,NA,No Swing,BallCalled,42,16/02/2024,17:51:00,2293,3.76,2.74,5.1,2024-03-08T07:00:00Z,7.9,14.6,-3.98,0.19,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,1.57,2.66,0,0,7.9,14.6,Take,NA,0
Clark Gilmore,Fastball,87.6,16/02/2024 17:51,Cam Rush,GroundBall,Hit,InPlay,43,16/02/2024,17:51:00,2400,3.76,2.72,5.1,2024-03-08T07:00:00Z,8.7,13.8,-4.65,-0.62,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.87,2.01,0,0,8.7,13.8,Hit,Ground Ball,1
Clark Gilmore,Fastball,86.8,16/02/2024 17:52,Cam Rush,NA,No Swing,FoulBall,44,16/02/2024,17:52:00,2303,3.66,2.95,NA,2024-03-08T06:30:00Z,9.4,10.2,-4.65,-2.72,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.6,1.99,1,1,9.4,10.2,Foul Ball,NA,0
Clark Gilmore,Fastball,87.6,16/02/2024 17:52,Zack Casebonne,NA,No Swing,BallCalled,45,16/02/2024,17:52:00,2342,3.68,2.64,5.1,2024-03-08T07:00:00Z,6.1,10.8,-4.08,-3.32,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-1.46,2.72,0,0,6.1,10.8,Take,NA,0
Clark Gilmore,Fastball,87.1,16/02/2024 17:52,Zack Casebonne,NA,No Swing,BallCalled,46,16/02/2024,17:52:00,2289,3.69,2.76,NA,2024-03-08T06:45:00Z,6.3,8.4,-4.58,-0.81,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,1.2,2.38,0,0,6.3,8.4,Take,NA,0
Clark Gilmore,Fastball,87,16/02/2024 17:53,Zack Casebonne,LineDrive,Hit,InPlay,47,16/02/2024,17:53:00,2347,3.67,2.82,NA,2024-03-08T06:45:00Z,6.4,8,-4.08,-1.76,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.39,2.85,9,1,6.4,8,Hit,Line Drive,1
Clark Gilmore,ChangeUp,80.1,16/02/2024 17:54,Nico Banez,NA,No Swing,FoulBall,48,16/02/2024,17:54:00,1678,4.05,2.53,4.6,2024-03-08T08:15:00Z,-3.5,18.2,-7.93,-0.72,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.16,1.04,0,0,3.5,18.2,Foul Ball,NA,0
Clark Gilmore,ChangeUp,79.4,16/02/2024 17:54,Nico Banez,NA,No Swing,BallCalled,49,16/02/2024,17:54:00,1697,4.06,2.71,4.8,2024-03-08T08:00:00Z,0.8,17.4,-7.04,0.46,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,1.53,1.56,0,0,0.8,17.4,Take,NA,0
Clark Gilmore,ChangeUp,81.1,16/02/2024 17:54,Nico Banez,NA,No Swing,FoulBall,50,16/02/2024,17:54:00,1826,4.17,2.66,4.6,2024-03-08T08:00:00Z,0.9,15.6,-7.4,0.16,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,1.35,1.22,0,0,0.9,15.6,Foul Ball,NA,0
Clark Gilmore,Fastball,89.1,16/02/2024 17:55,Nico Banez,LineDrive,Hit,FoulBall,51,16/02/2024,17:55:00,2345,3.83,2.72,NA,2024-03-08T06:30:00Z,8.7,8.2,-4.66,-1.5,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.52,2.04,3,1,8.7,8.2,Foul Ball,Line Drive,0
Clark Gilmore,ChangeUp,80.3,16/02/2024 17:55,Nico Banez,NA,No Swing,BallCalled,52,16/02/2024,17:55:00,1717,4.05,2.68,4.7,2024-03-08T08:30:00Z,-3.7,16.4,-7.93,-0.09,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,1.08,1.08,0,0,3.7,16.4,Take,NA,0
Clark Gilmore,ChangeUp,79.2,16/02/2024 17:56,Nico Banez,NA,No Swing,BallCalled,53,16/02/2024,17:56:00,1691,4.21,2.64,4.8,2024-03-08T08:00:00Z,0.1,15.2,-6.56,0.36,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,1.57,2.29,0,0,0.1,15.2,Take,NA,0
Clark Gilmore,ChangeUp,78.6,16/02/2024 17:56,AJ Demastrie,NA,No Swing,BallCalled,54,16/02/2024,17:56:00,1651,4.1,2.45,4.8,2024-03-08T08:15:00Z,-1,11.1,-7.17,-0.98,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.5,1.8,3,1,1,11.1,Take,NA,0
Jack Metzger,Cutter,80.6,16/02/2024 17:58,Milo Suarez,NA,No Swing,BallCalled,55,16/02/2024,17:58:00,1789,4.86,2.02,5,2024-03-08T17:15:00Z,2.6,0.5,-7.1,-1.69,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.4,1.97,3,1,2.6,0.5,Take,NA,0
Jack Metzger,Fastball,88.8,16/02/2024 17:58,Milo Suarez,NA,No Swing,BallCalled,56,16/02/2024,17:58:00,2208,5.16,1.67,5.5,2024-03-08T06:45:00Z,11.2,15.5,-5.42,-1.04,Outer Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.72,2.36,4,1,11.2,15.5,Take,NA,0
Jack Metzger,Cutter,82.1,16/02/2024 17:59,Milo Suarez,LineDrive,Hit,InPlay,57,16/02/2024,17:59:00,1859,5.19,1.96,4.7,2024-03-08T17:30:00Z,6.3,1.9,-6.97,-2.06,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.15,2.02,2,1,6.3,1.9,Hit,Line Drive,1
Jack Metzger,Fastball,90.1,16/02/2024 17:59,Zack Casebonne,NA,No Swing,BallCalled,58,16/02/2024,17:59:00,2214,4.89,2.01,5.6,2024-03-08T07:00:00Z,9.7,15.8,-6.15,-0.81,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.2,1.45,0,0,9.7,15.8,Take,NA,0
Jack Metzger,Fastball,88.5,16/02/2024 17:59,Zack Casebonne,NA,No Swing,BallCalled,59,16/02/2024,17:59:00,2144,4.98,1.87,5.4,2024-03-08T07:00:00Z,10.3,17.6,-5.71,1.15,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,1.29,2.08,0,0,10.3,17.6,Take,NA,0
Jack Metzger,Cutter,82.2,16/02/2024 18:00,Zack Casebonne,GroundBall,Hit,InPlay,60,16/02/2024,18:00:00,1764,5.02,1.94,4.7,2024-03-08T16:45:00Z,4.4,-0.8,-6.87,-3.42,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-1.21,2.07,0,0,4.4,0.8,Hit,Ground Ball,1
Jack Metzger,Fastball,90.3,16/02/2024 18:01,Taer Rodriguez,NA,No Swing,BallCalled,61,16/02/2024,18:01:00,2278,4.92,2.01,5.6,2024-03-08T06:15:00Z,14.3,11.6,-3.83,-1.02,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.01,3.23,8,1,14.3,11.6,Take,NA,0
Jack Metzger,Fastball,90.2,16/02/2024 18:01,Taer Rodriguez,NA,No Swing,BallCalled,62,16/02/2024,18:01:00,2226,5.11,1.56,5.4,2024-03-08T06:45:00Z,11,14.9,-4.02,-0.91,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.66,3.55,0,0,11,14.9,Take,NA,0
Jack Metzger,Fastball,90.3,16/02/2024 18:01,Taer Rodriguez,NA,No Swing,BallCalled,63,16/02/2024,18:01:00,2278,4.92,2.01,5.6,2024-03-08T06:15:00Z,14.3,11.6,-3.83,-1.02,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.01,3.23,8,1,14.3,11.6,Take,NA,0
Clark Gilmore,Fastball,87,16/02/2024 18:04,Kolton Freeman,FlyBall,Hit,InPlay,64,16/02/2024,18:04:00,2195,3.74,2.8,5.1,2024-03-08T07:00:00Z,6.1,9.8,-4.74,-2.02,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.01,2.2,2,1,6.1,9.8,Hit,Fly Ball,1
Clark Gilmore,ChangeUp,85.6,16/02/2024 18:04,Chris Miller,NA,No Swing,BallCalled,65,16/02/2024,18:04:00,2203,3.77,2.71,5,2024-03-08T07:15:00Z,4.6,13,-5.32,-2.07,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.42,1.93,1,1,4.6,13,Take,NA,0
Clark Gilmore,Slider,78,16/02/2024 18:05,Chris Miller,NA,No Swing,BallCalled,66,16/02/2024,18:05:00,2619,3.97,2.67,NA,2024-03-08T13:45:00Z,-1.4,-14.5,-7.87,-3.24,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.84,1.13,0,0,1.4,14.5,Take,NA,0
Clark Gilmore,Fastball,88,16/02/2024 18:05,Chris Miller,NA,No Swing,BallCalled,67,16/02/2024,18:05:00,2320,3.81,2.67,5,2024-03-08T07:00:00Z,6,9.3,-3.7,-2.86,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.87,3.21,0,0,6,9.3,Take,NA,0
Clark Gilmore,Fastball,87,16/02/2024 18:05,Chris Miller,NA,No Swing,BallCalled,68,16/02/2024,18:05:00,2272,3.75,2.63,5,2024-03-08T07:15:00Z,2.9,8.3,-5.18,-4.88,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-2.71,2.09,0,0,2.9,8.3,Take,NA,0
Clark Gilmore,Fastball,86.1,16/02/2024 18:05,Chris Miller,NA,No Swing,FoulBall,69,16/02/2024,18:05:00,2334,3.73,2.74,5.1,2024-03-08T06:45:00Z,8.2,9.7,-4.18,-3.05,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-1,2.57,0,0,8.2,9.7,Foul Ball,NA,0
Clark Gilmore,Fastball,86.8,16/02/2024 18:06,Chris Miller,NA,No Swing,BallCalled,70,16/02/2024,18:06:00,2304,3.68,2.86,NA,2024-03-08T06:30:00Z,5.5,6.4,-3.7,-2.64,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.26,3.27,7,1,5.5,6.4,Take,NA,0
Clark Gilmore,Fastball,85.5,16/02/2024 18:06,Chris Miller,LineDrive,Hit,InPlay,71,16/02/2024,18:06:00,2298,3.63,2.68,5,2024-03-08T07:00:00Z,7,13.7,-4.71,-1.61,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.07,2.14,2,1,7,13.7,Hit,Line Drive,1
Clark Gilmore,Undefined,77.1,16/02/2024 18:07,Chris Miller,NA,No Swing,BallCalled,72,16/02/2024,18:07:00,2644,4.05,2.69,4,2024-03-08T13:30:00Z,-2.2,-9.4,-8.2,-4.11,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.36,1.01,0,0,2.2,9.4,Take,NA,0
Clark Gilmore,Fastball,86.1,16/02/2024 18:07,Cam Rush,FlyBall,Hit,InPlay,73,16/02/2024,18:07:00,2224,3.69,2.76,NA,2024-03-08T06:45:00Z,8.5,11.2,-4.39,-2.05,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.23,2.41,5,1,8.5,11.2,Hit,Fly Ball,1
Jack Metzger,Fastball,89.2,16/02/2024 18:09,Elliot Krewson,NA,No Swing,BallCalled,74,16/02/2024,18:09:00,2187,4.88,2,5.4,2024-03-08T07:15:00Z,5.2,14.7,-6.65,-0.72,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.02,1.48,0,0,5.2,14.7,Take,NA,0
Jack Metzger,Slider,73.1,16/02/2024 18:09,Elliot Krewson,LineDrive,Hit,InPlay,75,16/02/2024,18:09:00,1714,5.17,2.04,5.2,2024-03-08T14:30:00Z,0.2,-0.7,-9.1,-2.41,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.14,1.73,2,1,0.2,0.7,Hit,Line Drive,1
Jack Metzger,Slider,77.2,16/02/2024 18:10,Tyler  Robinson,LineDrive,Hit,InPlay,76,16/02/2024,18:10:00,1650,4.89,2.2,5.3,2024-03-08T07:30:00Z,5.4,16.6,-6.93,0.12,Outer Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.79,2.25,0,0,5.4,16.6,Hit,Line Drive,1
Jack Metzger,ChangeUp,79.3,16/02/2024 18:10,Nathan Cmeyla,NA,No Swing,BallCalled,77,16/02/2024,18:10:00,1784,5.09,1.86,5.2,2024-03-08T07:00:00Z,9,14.3,-8.38,-2.05,Out of Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-1.37,0.6,0,0,9,14.3,Take,NA,0
Jack Metzger,Cutter,81.3,16/02/2024 18:10,Nathan Cmeyla,NA,No Swing,BallCalled,78,16/02/2024,18:10:00,1793,5.14,1.89,5.3,2024-03-08T17:30:00Z,3.6,0.8,-7.67,-2.78,Outer Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,-0.77,1.58,0,0,3.6,0.8,Take,NA,0
Jack Metzger,Fastball,89.5,16/02/2024 18:11,Nathan Cmeyla,LineDrive,Hit,InPlay,79,16/02/2024,18:11:00,2188,4.96,1.93,5.4,2024-03-08T06:45:00Z,9.9,14.7,-5.51,-0.36,Inner Zone,4145f44d-7631-41a9-b126-62e7117dd8bd,0.23,2.15,2,1,9.9,14.7,Hit,Line Drive,1
